paper,doi,canonical,paper_term,relevance
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,defect type,threading dislocations,0.95
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,dislocation density,~7.9×10¹⁰ cm⁻²  (total),0.95
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,defect type,stacking faults,0.93
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,film thickness,30 nm and 240 nm,0.92
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,stacking fault type,type-I₁ intrinsic stacking fault,0.92
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,characterisation technique,transmission electron microscopy,0.9
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,dislocation density,~7.3×10¹⁰ cm⁻² (⟨0001⟩ Burgers vector),0.9
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,stacking fault density,~1.2×10⁵ cm⁻¹,0.9
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,dislocation density,~6.1×10⁹ cm⁻² (1/3⟨112̄0⟩ Burgers vector),0.88
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,burgers vector,⟨0001⟩,0.88
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,interface structure,misfit dislocation spacing at ZnO/Al2O3 interface,0.88
